Customer No.,Exposure at Default,Recovery,Probability of Default,Recovered Money
703,24.95,17.29,0.0018,4.313855
704,6.03,29.22,0.0095,1.761966
705,8.26,22.56,0.0083,1.863456
706,12.74,37.06,0.0099,4.721444
707,6.52,19.86,0.0067,1.294872
708,9.84,35.21,0.0051,3.464664
709,15.11,23.98,0.0045,3.623378
710,24.68,36.2,0.003,8.93416
711,5.96,20.18,0.0013,1.202728
712,1.92,37.09,0.001,0.712128
713,16.03,38.86,0.0077,6.229258
714,2.27,37.87,0.0034,0.859649
715,15.86,39.96,0.0009,6.337656
716,19.72,15.6,0.0014,3.07632
717,3.33,30.95,0.0013,1.030635
718,5.03,32.94,0.0006,1.656882
719,3.14,15.18,0.0059,0.476652
720,4.53,10.91,0.006,0.494223
721,1.27,36.91,0.0099,0.468757
722,19.85,22.18,0.0098,4.40273
723,16.3,31.51,0.0024,5.13613
724,5.01,26.52,0.0005,1.328652
725,21.5,25.66,0.0065,5.5169
726,0.13,17.69,0.0063,0.022997
727,8.97,2.73,0.0047,0.244881
728,17.51,28.85,0.0097,5.051635
729,11.12,23.7,0.0057,2.63544
730,2.87,8.3,0.005,0.23821
731,2.37,11.72,0.0093,0.277764
732,0.78,23.6,0.0009,0.18408
733,14.09,28.42,0.0005,4.004378
734,21.78,0.25,0.0056,0.05445
735,10.47,18.84,0.0066,1.972548
736,12.12,0.35,0.0049,0.04242
737,18.47,25.17,0.0014,4.648899
738,0.77,31.03,0.0069,0.238931
739,14.79,4.66,0.0023,0.689214
740,22.3,4.4,0.0076,0.9812
741,17.04,28.22,0.006,4.808688
742,22.59,29.22,0.0059,6.600798
743,9.42,14.66,0.0097,1.380972
744,23.44,26.26,0.0089,6.155344
745,0.96,37.37,0.0019,0.358752
746,17.72,32.88,0.0064,5.826336
747,2.38,4.11,0.0072,0.097818
748,19.49,38.76,0.0076,7.554324
749,24.88,17.99,0.0025,4.475912
750,24.52,30.27,0.0058,7.422204
751,1.56,29.39,0.0056,0.458484
752,23.45,30.78,0.0059,7.21791
753,24.07,7.95,0.0093,1.913565
754,7.27,20.46,0.0027,1.487442
755,7.38,15.8,0.0041,1.16604
756,18.62,25.16,0.0036,4.684792
757,2.61,33.77,0.0059,0.881397
758,7.53,8.45,0.009,0.636285
759,6.15,3.79,0.0062,0.233085
760,3.7,28.15,0.0063,1.04155
761,1.38,3.14,0.0059,0.043332
762,22.57,39.37,0.0061,8.885809
763,9.85,6.53,0.0097,0.643205
764,21.95,1.38,0.0005,0.30291
765,14.38,10.55,0.0014,1.51709
766,15,9.71,0.0042,1.4565
767,20.61,5.1,0.009,1.05111
768,3.81,39.48,0.0018,1.504188
769,7.42,10.9,0.0048,0.80878
770,22.31,36.15,0.0094,8.065065
771,4.63,21.6,0.001,1.00008
772,1.19,32.93,0.0083,0.391867
773,12.97,22.99,0.0069,2.981803
774,23.41,30.08,0.0002,7.041728
775,20.66,38.84,0.0083,8.024344
776,6.2,33.31,0.0075,2.06522
777,4.17,32.71,0.0033,1.364007
778,11.45,27.84,0.003,3.18768
779,14.4,17.75,0.0069,2.556
780,3.12,32.57,0.0012,1.016184
781,2.59,0.95,0.0005,0.024605
782,16.89,30.91,0.0035,5.220699
783,1.72,5.97,0.0071,0.102684
784,7.54,26.33,0.0031,1.985282
785,24.77,14.59,0.0071,3.613943
786,22.83,13.93,0.0004,3.180219
787,11.89,19.68,0.0055,2.339952
788,19.87,7.62,0.0081,1.514094
789,8.65,26.42,0.0067,2.28533
790,10.4,22.03,0.0022,2.29112
791,5.1,11.48,0.003,0.58548
792,24.83,15.24,0.0093,3.784092
793,23.9,7.71,0.0074,1.84269
794,19.55,3.76,0.0028,0.73508
795,5.36,15.42,0.0026,0.826512
796,22.67,38.66,0.002,8.764222
797,7.66,9.07,0.0081,0.694762
798,4.88,9.6,0.0006,0.46848
799,13.56,20.17,0.001,2.735052
800,9.1,28.92,0.0052,2.63172
801,22.9,35.88,0.0083,8.21652
802,18.09,24.83,0.0039,4.491747
803,0.95,26.68,0.0002,0.25346
804,4,20.1,0.005,0.804
805,17.47,37.08,0.0007,6.477876
806,11.45,13.04,0.0035,1.49308
807,19.27,11.08,0.0028,2.135116
808,14.98,29.88,0.0089,4.476024
809,8.41,38.27,0.004,3.218507
810,19.76,29.05,0.0067,5.74028
811,10.23,19.34,0.0094,1.978482
812,1.7,18.53,0.0085,0.31501
813,0.05,2.07,0.0036,0.001035
814,18.69,32.9,0.0022,6.14901
815,10.85,27.6,0.0034,2.9946
816,11.82,15.14,0.0091,1.789548
817,21.5,29,0.0065,6.235
818,22.28,24.18,0.005,5.387304
819,21.52,34.78,0.0051,7.484656
820,22.34,39.05,0.0086,8.72377
821,15.23,19.83,0.0021,3.020109
822,4.88,19.8,0.005,0.96624
823,23.73,9.61,0.0073,2.280453
824,13.48,0.58,0.0058,0.078184
825,0.92,34.05,0.0029,0.31326
826,17.8,10.03,0.0036,1.78534
827,14.06,38.22,0.0022,5.373732
828,14.11,23.36,0.0078,3.296096
829,9.32,22.94,0.008,2.138008
830,17.06,31.3,0.0052,5.33978
831,16.23,2.95,0.0079,0.478785
832,17.84,2.96,0.0092,0.528064
833,21.15,12.22,0.0089,2.58453
834,5.87,7.36,0.0046,0.432032
835,16.48,28.63,0.0012,4.718224
836,22.36,38.83,0.0035,8.682388
837,8,23.13,0.008,1.8504
838,0.04,35.58,0.0069,0.014232
839,7.83,32.36,0.0066,2.533788
840,9.45,14.43,0.0014,1.363635
841,18.17,37.08,0.0055,6.737436
842,8.08,5.11,0.0018,0.412888
843,4.09,35.66,0.0043,1.458494
844,10.06,37.54,0.0006,3.776524
845,0.82,28.91,0.0063,0.237062
846,7.49,34.93,0.0029,2.616257
847,19.75,12.12,0.0012,2.3937
848,4.39,19.61,0.0006,0.860879
849,21.66,17.76,0.0042,3.846816
850,15.06,25.6,0.0024,3.85536
851,21.07,3.05,0.0006,0.642635
852,2.78,0.03,0.0099,0.000834
853,6.94,7.56,0.0071,0.524664
854,15.63,24.92,0.008,3.894996
855,19.92,38.1,0.0022,7.58952
856,0.52,24.23,0.0064,0.125996
857,1.93,29.39,0.0017,0.567227
858,12.14,14.7,0.0035,1.78458
859,0.12,34.24,0.0087,0.041088
860,11.78,32.95,0.0006,3.88151
861,0.76,13.29,0.0009,0.101004
862,5.35,16.97,0.008,0.907895
863,3.63,39.91,0.0093,1.448733
864,14.3,28.16,0.0069,4.02688
865,23.37,14.58,0.0047,3.407346
866,24.48,12.17,0.0068,2.979216
867,13.75,13.56,0.0074,1.8645
868,13.22,22.27,0.0055,2.944094
869,6.15,14.61,0.0023,0.898515
870,6.06,33.91,0.0052,2.054946
871,1.84,12.08,0.0035,0.222272
872,20.27,19.81,0.0072,4.015487
873,12.45,8.77,0.0031,1.091865
874,17.06,20.46,0.0034,3.490476
875,12.99,11.93,0.0039,1.549707
876,13.86,29.04,0.0064,4.024944
877,11.1,38.93,0.0004,4.32123
878,9.61,19.79,0.0015,1.901819
879,5.97,20.78,0.0087,1.240566
880,10.72,39.15,0.0026,4.19688
881,3.14,35.52,0.0042,1.115328
882,8.41,31.26,0.0075,2.628966
883,22.45,3.59,0.0076,0.805955
884,10.52,33.22,0.0004,3.494744
885,7.46,11.37,0.0035,0.848202
886,10.14,14.5,0.0095,1.4703
887,18.18,39.66,0.0046,7.210188
888,16.94,16.53,0.0061,2.800182
889,15.15,18.63,0.0016,2.822445
890,2.37,24.61,0.0062,0.583257
891,6.98,0.05,0.0041,0.00349
892,14.65,12.48,0.0044,1.82832
893,14.49,23.56,0.0081,3.413844
894,3.17,22.35,0.0051,0.708495
895,9.08,38.58,0.0016,3.503064
896,14.46,12.09,0.0088,1.748214
897,9.73,39.1,0.0059,3.80443
898,12.55,35.61,0.008,4.469055
899,0.29,25.21,0.0098,0.073109
900,13.13,34.87,0.0033,4.578431
901,5.39,23.83,0.0013,1.284437
902,12.71,28.45,0.0048,3.615995
903,13.98,4.44,0.0032,0.620712
904,13.99,36.64,0.0064,5.125936
905,21.2,27.9,0.0061,5.9148
906,0.55,26.08,0.0023,0.14344
907,20.9,16.53,0.0076,3.45477
908,20.03,38.45,0.0077,7.701535
909,19.76,30.3,0.0071,5.98728
910,7.69,17.09,0.0069,1.314221
911,6.82,8.1,0.0032,0.55242
912,16.49,31.17,0.0027,5.139933
913,18.03,33.52,0.0069,6.043656
914,14.89,14.67,0.0029,2.184363
915,2.31,34.98,0.0031,0.808038
916,9.89,29.82,0.002,2.949198
917,11.14,15.01,0.0023,1.672114
918,10.52,32.27,0.0046,3.394804
919,7.74,27.2,0.0085,2.10528
920,23.27,33.21,0.0093,7.727967
921,4.01,10.3,0.0071,0.41303
922,4.53,8.52,0.0075,0.385956
923,12.24,39.63,0.0015,4.850712
924,16.08,3.99,0.0081,0.641592
925,9.38,24.32,0.0061,2.281216
926,7.29,27.77,0.0009,2.024433
927,14.59,31.15,0.0085,4.544785
928,14.48,26.76,0.002,3.874848
929,14.34,9.97,0.0013,1.429698
930,14.74,1.57,0.0033,0.231418
931,14.58,5.32,0.0056,0.775656
932,20.08,27.53,0.0064,5.528024
933,2.16,2.63,0.0001,0.056808
934,9.06,27.65,0.0033,2.50509
935,22.22,6.15,0.0031,1.36653
936,12.52,4.83,0.0076,0.604716
937,21.98,38.83,0.0005,8.534834
938,9.96,26.47,0.0085,2.636412
939,13.83,5.9,0.0012,0.81597
940,7.82,25.69,0.0062,2.008958
941,11.91,24.86,0.0083,2.960826
942,24.85,17.15,0.0037,4.261775
943,16.27,21.73,0.0011,3.535471
944,11.42,34.36,0.0034,3.923912
945,22.83,38.32,0.0001,8.748456
946,15.14,14.08,0.0067,2.131712
947,1.88,35.21,0.0042,0.661948
948,10.53,30.91,0.0057,3.254823
949,16.26,38.25,0.0012,6.21945
950,21.36,30.6,0.0014,6.53616
951,22.85,2.43,0.0011,0.555255
952,1.04,10.54,0.004,0.109616
953,11.05,34.37,0.0041,3.797885
954,21.79,12.96,0.0004,2.823984
955,18.43,3.95,0.0004,0.727985
956,24.77,35.64,0.0021,8.828028
957,0.53,10.53,0.0035,0.055809
958,7.23,23.41,0.007,1.692543
959,1.25,21,0.008,0.2625
960,15.27,36.1,0.0086,5.51247
961,24.33,25.86,0.0092,6.291738
962,2.64,6.31,0.0073,0.166584
963,21.64,27.01,0.0009,5.844964
964,1.55,36.99,0.0074,0.573345
965,22.03,24.31,0.0052,5.355493
966,17.4,1.15,0.0067,0.2001
967,22.27,34.48,0.0084,7.678696
968,18.94,16.89,0.0061,3.198966
969,17.15,10.79,0.0083,1.850485
970,3.62,15.81,0.0035,0.572322
971,15.31,29.66,0.0054,4.540946
972,12.01,30.42,0.0019,3.653442
973,24.1,16.33,0.0054,3.93553
974,8.92,21.1,0.0079,1.88212
975,6.37,28.78,0.0031,1.833286
976,1.25,26.77,0.003,0.334625
977,13.6,24.01,0.01,3.26536
978,21.6,31.89,0.007,6.88824
979,6.61,19.32,0.0021,1.277052
980,14.35,26.22,0.0035,3.76257
981,20.85,39.83,0.0048,8.304555
982,14.59,26.44,0.0045,3.857596
983,6.25,32.48,0.0071,2.03
984,13.08,13.57,0.0021,1.774956
985,12.05,17.11,0.0052,2.061755
986,13.2,8.09,0.0096,1.06788
987,22.63,38.82,0.0078,8.784966
988,17.29,32.07,0.0001,5.544903
989,11.66,9.18,0.0042,1.070388
990,2.54,16.79,0.0068,0.426466
991,10.56,10.5,0.0085,1.1088
992,8.27,22.1,0.0066,1.82767
993,23.94,22.55,0.0098,5.39847
994,21.08,22.6,0.005,4.76408
995,18.42,33.76,0.0032,6.218592
996,2.79,32.15,0.0035,0.896985
997,4.47,31.37,0.0057,1.402239
998,0.13,3.21,0.0086,0.004173
999,8.62,15.13,0.0014,1.304206
1000,13.41,30.69,0.0037,4.115529
1001,4.07,14.91,0.0066,0.606837
1002,17.92,6.36,0.0012,1.139712
1003,21.62,34.8,0.0096,7.52376
1004,21.32,2.47,0.0006,0.526604
1005,19.97,38.69,0.0002,7.726393
1006,3.99,27.87,0.0086,1.112013
1007,1.15,29,0.0003,0.3335
1008,6.59,18.53,0.0027,1.221127
1009,13.62,0.86,0.0049,0.117132
1010,22.15,23.93,0.0074,5.300495
1011,14.09,2.24,0.0057,0.315616
1012,21.42,14.65,0.0054,3.13803
1013,4.38,36.82,0.0076,1.612716
1014,22.59,30.7,0.0046,6.93513
1015,0.25,25.18,0.003,0.06295
1016,3.95,31.26,0.0088,1.23477
1017,0.07,18.8,0.0004,0.01316
1018,24.2,23.86,0.0064,5.77412
1019,8.75,35.89,0.0077,3.140375
1020,4.43,36.88,0.0056,1.633784
1021,8.79,5.95,0.0041,0.523005
1022,17.36,3.13,0.0098,0.543368
1023,14.26,17.72,0.0044,2.526872
1024,17.06,5.94,0.0052,1.013364
1025,24.81,12.58,0.009,3.121098
1026,14.32,16.78,0.0064,2.402896
1027,23.72,6.38,0.0063,1.513336
1028,21.14,19.11,0.0018,4.039854
1029,8.31,22.83,0.0045,1.897173
1030,10.51,4.83,0.001,0.507633
1031,1.18,12.59,0.01,0.148562
1032,24.54,28.13,0.001,6.903102
1033,9.19,21.51,0.0004,1.976769
1034,9.09,33.6,0.0071,3.05424
1035,8.37,16.9,0.0019,1.41453
1036,21.74,9.96,0.0046,2.165304
1037,16.34,19.97,0.0066,3.263098
1038,22.26,6.14,0.0018,1.366764
1039,2.26,18.6,0.0043,0.42036
1040,20.33,22.96,0.0068,4.667768
1041,10.57,1.39,0.0022,0.146923
1042,8.05,35.83,0.0028,2.884315
1043,11.39,0.3,0.002,0.03417
1044,19.72,11.69,0.0054,2.305268
1045,20.5,19.1,0.0009,3.9155
1046,23.39,32.76,0.0092,7.662564
1047,4.6,13.57,0.0076,0.62422
1048,16.67,17.98,0.0066,2.997266
1049,5.08,9.01,0.0058,0.457708
1050,7.81,23.86,0.0018,1.863466
1051,4.14,28.89,0.0043,1.196046
1052,2.44,28.27,0.002,0.689788
1053,6.25,35.64,0.0038,2.2275
1054,22.15,25.29,0.0013,5.601735
1055,11.63,29.81,0.004,3.466903
1056,8.83,5.58,0.0007,0.492714
1057,18.24,19.74,0.0016,3.600576
1058,8.37,7.58,0.0037,0.634446
1059,11.15,16.81,0.0045,1.874315
1060,21.54,32.91,0.0032,7.088814
1061,19.05,28.01,0.0039,5.335905
1062,22.31,26.82,0.0082,5.983542
1063,21.31,18.97,0.0033,4.042507
1064,8.5,32.12,0.0004,2.7302
1065,7.22,17.36,0.0029,1.253392
1066,5.9,14.22,0.0099,0.83898
1067,7.7,7.79,0.0004,0.59983
1068,18.92,21.98,0.0018,4.158616
1069,1.98,2.14,0.0049,0.042372
1070,23.09,7.46,0.0023,1.722514
1071,4.75,15.47,0.0052,0.734825
1072,11.32,8.21,0.005,0.929372
1073,8.25,30.88,0.0028,2.5476
1074,2.4,32.35,0.0081,0.7764
1075,2.09,1.68,0.0047,0.035112
1076,6.32,25.96,0.0015,1.640672
1077,0.28,37.25,0.0074,0.1043
1078,11.43,4.53,0.0087,0.517779
1079,13.29,30.32,0.0034,4.029528
1080,3.53,38.91,0.0056,1.373523
1081,24.88,10.86,0.0002,2.701968
1082,6.35,22.17,0.0063,1.407795
1083,11.88,1.02,0.0026,0.121176
1084,16.48,23.81,0.0096,3.923888
1085,9.6,17.18,0.0087,1.64928
1086,15.47,27.31,0.0059,4.224857
1087,5.42,24.66,0.0094,1.336572
1088,12.31,17.47,0.004,2.150557
1089,10.32,37.11,0.0018,3.829752
1090,0.91,36.61,0.0001,0.333151
1091,20.04,16.84,0.0089,3.374736
1092,15.74,28.61,0.0057,4.503214
1093,23.06,35.65,0.0001,8.22089
1094,18.48,8.55,0.0062,1.58004
1095,2.88,18.22,0.0055,0.524736
1096,10.36,3.09,0.007,0.320124
1097,22.15,38.85,0.0093,8.605275
1098,18.69,9.35,0.0071,1.747515
1099,9.78,37.75,0.0096,3.69195
1100,4.65,14.49,0.0013,0.673785
1101,11.4,15.78,0.0005,1.79892
1102,14.8,12.68,0.0057,1.87664
1103,7.32,9.47,0.0093,0.693204
1104,9.91,39.12,0.0012,3.876792
1105,1.67,30.54,0.008,0.510018
1106,0.79,34.56,0.0083,0.273024
1107,6.29,15.27,0.0097,0.960483
1108,24.64,22.66,0.0037,5.583424
1109,3.05,16.06,0.0061,0.48983
1110,16.45,5.69,0.0027,0.936005
1111,19.63,37.86,0.0028,7.431918
1112,6.42,26.34,0.0086,1.691028
1113,2.19,38.34,0.0089,0.839646
1114,16.37,32.12,0.0058,5.258044
1115,1.16,26.36,0.0025,0.305776
1116,2.89,35.87,0.0043,1.036643
1117,15.77,11.59,0.0083,1.827743
1118,15.55,8.84,0.0046,1.37462
1119,13.58,11.37,0.0023,1.544046
1120,10.86,28.33,0.0046,3.076638
1121,9.33,16.24,0.0095,1.515192
1122,0.32,35.16,0.0027,0.112512
1123,20.95,33.23,0.0058,6.961685
1124,17.3,18.18,0.002,3.14514
1125,4.24,8.56,0.0043,0.362944
1126,0.87,13.97,0.0074,0.121539
1127,6.41,17.4,0.006,1.11534
1128,24.38,25.97,0.0006,6.331486
1129,18.33,27.02,0.0097,4.952766
1130,1.73,14.42,0.0038,0.249466
1131,10.13,23.39,0.006,2.369407
1132,5.95,17.65,0.0096,1.050175
1133,16.98,35.28,0.0074,5.990544
1134,22,15.14,0.0063,3.3308
1135,10.33,7.93,0.0042,0.819169
1136,7.99,5.01,0.0048,0.400299
1137,2.34,21.31,0.0076,0.498654
1138,18.92,37.96,0.0056,7.182032
1139,22.52,9.86,0.0095,2.220472
1140,22.52,3.78,0.0028,0.851256
1141,12.84,28.14,0.004,3.613176
1142,17.95,36.61,0.0008,6.571495
1143,10.49,27.22,0.0067,2.855378
1144,9.61,2.82,0.0004,0.271002
1145,9.24,39.33,0.0037,3.634092
1146,3.08,25.82,0.0023,0.795256
1147,19.18,36.88,0.005,7.073584
1148,0.38,32.81,0.0099,0.124678
1149,19.71,0.86,0.009,0.169506
1150,7.5,31.66,0.0033,2.3745
1151,6.38,33.09,0.0069,2.111142
1152,18.08,11.75,0.0041,2.1244
1153,5.85,31.73,0.0056,1.856205
1154,21.03,28.05,0.0002,5.898915
1155,7.56,35.21,0.0037,2.661876
1156,2.78,4.41,0.0048,0.122598
1157,5.11,29.33,0.0017,1.498763
1158,11.26,26.14,0.0079,2.943364
1159,20.41,18.65,0.0089,3.806465
1160,15.73,9.71,0.0077,1.527383
1161,12.19,25.19,0.0086,3.070661
1162,18.79,3.59,0.0055,0.674561
1163,2.42,15.12,0.0089,0.365904
1164,7.4,37.88,0.0042,2.80312
1165,14.77,0.84,0.0017,0.124068
1166,23.09,19.76,0.0035,4.562584
1167,16.28,24.54,0.002,3.995112
1168,16.69,8.14,0.0043,1.358566
1169,13.73,26.7,0.0056,3.66591
1170,0.2,23.31,0.004,0.04662
1171,3.13,7.88,0.0015,0.246644
1172,9.05,27.57,0.0012,2.495085
1173,2.7,19.22,0.0055,0.51894
1174,14.67,36.31,0.0045,5.326677
1175,11.4,5.95,0.0094,0.6783
1176,0.66,20.15,0.0042,0.13299
1177,22.01,13.79,0.0047,3.035179
1178,2.24,8.36,0.003,0.187264
1179,10.45,38.35,0.0095,4.007575
1180,19.1,9.23,0.0022,1.76293
1181,4.42,14.74,0.0032,0.651508
1182,13.21,17.95,0.0038,2.371195
1183,3.47,35.75,0.0049,1.240525
1184,10.48,17.49,0.0072,1.832952
1185,9.61,4.44,0.0053,0.426684
1186,23.53,15.56,0.0092,3.661268
1187,5.8,13.87,0.003,0.80446
1188,11.22,23.59,0.006,2.646798
1189,23.77,30.77,0.0031,7.314029
1190,10.27,18.25,0.0043,1.874275
1191,6.39,30.95,0.0037,1.977705
1192,2.06,10.52,0.0032,0.216712
1193,8.93,34.8,0.0077,3.10764
1194,21.82,33.94,0.0082,7.405708
1195,20.71,17.51,0.0002,3.626321
1196,11.79,33.52,0.0039,3.952008
1197,15.7,22.76,0.003,3.57332
1198,15.2,33.53,0.0006,5.09656
1199,18.17,17.47,0.0037,3.174299
1200,7.4,39.53,0.0059,2.92522
1201,18.32,0.53,0.0014,0.097096
1202,17.65,2.66,0.0075,0.46949
1203,16.42,2.05,0.0077,0.33661
1204,18.56,31.01,0.0056,5.755456
1205,4.05,26.66,0.0098,1.07973
1206,9.32,20.51,0.0096,1.911532
1207,11,1.66,0.0027,0.1826
1208,6.91,34.12,0.0035,2.357692
1209,11.21,27.99,0.0054,3.137679
1210,19.13,20.95,0.0017,4.007735
1211,20.18,24.6,0.0069,4.96428
1212,17.06,17.01,0.0054,2.901906
1213,14.46,29.88,0.0025,4.320648
1214,5.86,0.97,0.0065,0.056842
1215,10.6,28.16,0.0019,2.98496
1216,12.1,22.59,0.0064,2.73339
1217,8.38,13.89,0.006,1.163982
1218,8.65,28.11,0.0015,2.431515
1219,11.68,9.12,0.0037,1.065216
1220,11.65,27.43,0.0015,3.195595
1221,7.96,3.99,0.0011,0.317604
1222,15.33,11.28,0.0008,1.729224
1223,24.63,39.44,0.0082,9.714072
1224,1.33,14.81,0.0052,0.196973
1225,2.93,22.29,0.0046,0.653097
1226,8.94,30.96,0.0066,2.767824
1227,10.28,1.6,0.0017,0.16448
1228,8.15,28.85,0.0019,2.351275
1229,22.55,33.8,0.0071,7.6219
1230,17.95,13.75,0.0054,2.468125
1231,17.52,22.17,0.0092,3.884184
1232,0.65,13.42,0.0022,0.08723
1233,23.21,30.41,0.0017,7.058161
1234,10.21,10.76,0.0089,1.098596
1235,3.43,16.24,0.0077,0.557032
1236,11.9,16.16,0.0011,1.92304
1237,8.11,39.81,0.0049,3.228591
1238,3.61,0.37,0.0034,0.013357
1239,17.07,7.71,0.0049,1.316097
1240,17.62,0.61,0.0033,0.107482
1241,5.46,9.1,0.0079,0.49686
1242,14.66,26.57,0.0015,3.895162
1243,8.67,33.04,0.0012,2.864568
1244,13.49,35.61,0.0089,4.803789
1245,0.6,31.42,0.009,0.18852
1246,4.77,26.46,0.0047,1.262142
1247,20.12,26.12,0.0055,5.255344
1248,1.28,33.3,0.001,0.42624
1249,6.56,36.83,0.0036,2.416048
1250,15.35,19.9,0.0022,3.05465
1251,11.4,32.86,0.0003,3.74604
1252,11.4,15.42,0.0041,1.75788
1253,17.91,18.3,0.0098,3.27753
1254,1.46,33.28,0.0058,0.485888
1255,6.52,23.69,0.0062,1.544588
1256,2.43,19.86,0.0025,0.482598
1257,13.48,3.06,0.0061,0.412488
1258,15.68,10.99,0.0066,1.723232
1259,1.7,11.51,0.0041,0.19567
1260,20.55,6.59,0.0033,1.354245
1261,19.27,17.16,0.0046,3.306732
1262,21.5,10.52,0.0086,2.2618
1263,9.47,39.73,0.0078,3.762431
1264,15.18,19.35,0.0061,2.93733
1265,8.39,26.74,0.0042,2.243486
1266,14.45,5.59,0.0099,0.807755
1267,2.54,4.09,0.006,0.103886
1268,0.65,6.56,0.0038,0.04264
1269,6.01,28.9,0.0039,1.73689
1270,15.46,34.38,0.0092,5.315148
1271,0.75,12.47,0.0002,0.093525
1272,8.84,36.52,0,3.228368
1273,20.28,18.42,0.0097,3.735576
1274,6.56,0.9,0.0094,0.05904
1275,4.65,39.18,0.0012,1.82187
1276,19.26,22.82,0.0092,4.395132
1277,11.24,6.38,0.0091,0.717112
1278,6.29,11.9,0.0073,0.74851
1279,2.96,18.79,0.0003,0.556184
1280,8.62,15.86,0.0075,1.367132
1281,8.59,1.02,0.0075,0.087618
1282,6.66,6.81,0.0022,0.453546
1283,12.11,15.11,0.0095,1.829821
1284,6.16,17.49,0.0014,1.077384
1285,17.95,26.97,0.0099,4.841115
1286,0.27,2.69,0.005,0.007263
1287,0.23,22.08,0.0073,0.050784
1288,12.06,22.65,0.0016,2.73159
1289,13.3,1.09,0.0041,0.14497
1290,23.17,15.63,0.0056,3.621471
1291,0.64,36.57,0.0066,0.234048
1292,12.37,8.05,0.0056,0.995785
1293,23.27,25.28,0.0039,5.882656
1294,7.35,31.39,0.0088,2.307165
1295,7.39,23.98,0.0059,1.772122
1296,9.05,13.97,0.0003,1.264285
1297,18.7,7.64,0.0074,1.42868
1298,1.02,16.21,0.0076,0.165342
1299,10.49,32.47,0.0055,3.406103
1300,21.2,37.68,0.0088,7.98816
1301,17.04,39.57,0.0061,6.742728
1302,21.32,0.78,0.0032,0.166296
1303,16.62,0.95,0.0098,0.15789
1304,22.48,14.17,0.0065,3.185416
1305,9.81,39.24,0.0062,3.849444
1306,8.98,24.86,0.0091,2.232428
1307,11.77,30.89,0.0037,3.635753
1308,10.71,8.79,0.0041,0.941409
1309,1.54,39.08,0.0033,0.601832
1310,16.88,30.18,0.0081,5.094384
1311,13.62,29.18,0.003,3.974316
1312,18.92,28.78,0.0096,5.445176
1313,2.27,7.11,0.0035,0.161397
1314,21.06,6.07,0.0017,1.278342
1315,7.41,17.77,0.0056,1.316757
1316,8.66,7.86,0.0082,0.680676
1317,18.11,37.84,0.0014,6.852824
1318,23.78,33.34,0.0055,7.928252
1319,15.24,29.25,0.0068,4.4577
1320,2.1,26.66,0.0087,0.55986
1321,11.49,11.03,0.0068,1.267347
1322,23.71,0.17,0.0083,0.040307
1323,7.6,21.44,0.0051,1.62944
1324,24.32,0.2,0.0067,0.04864
1325,16.2,27.48,0.0064,4.45176
1326,3.18,37.33,0.0072,1.187094
1327,3.88,25.6,0.0066,0.99328
1328,3.65,36,0.0011,1.314
1329,1.55,30.79,0.0055,0.477245
1330,21.15,37.91,0.0036,8.017965
1331,22.93,27.96,0.0085,6.411228
1332,12.07,34.42,0.0035,4.154494
1333,6.3,28.27,0.0062,1.78101
1334,3.37,18,0.0097,0.6066
1335,9.72,19.69,0.0051,1.913868
1336,12.86,9.86,0.0028,1.267996
1337,19.69,14.72,0.0052,2.898368
1338,24.24,0.52,0.0083,0.126048
1339,15.39,4.41,0.0008,0.678699
1340,7.9,10.47,0.0092,0.82713
1341,10.86,11.44,0.0091,1.242384
1342,18.73,21.46,0.0096,4.019458
1343,4.77,32.15,0.0039,1.533555
1344,17.57,11.59,0.0018,2.036363
1345,15.06,31.07,0.0059,4.679142
1346,14.05,6.97,0.0066,0.979285
1347,17.57,21.31,0.0012,3.744167
1348,9.51,21.11,0.0038,2.007561
1349,1.19,18.04,0.0024,0.214676
1350,15.86,33.05,0.0041,5.24173
1351,8.58,3.2,0.0066,0.27456
1352,9.87,36.73,0.0056,3.625251
1353,0.26,13.18,0.009,0.034268
1354,23.84,11.76,0.0037,2.803584
1355,20.26,1.13,0.0017,0.228938
1356,19.39,1.33,0.0063,0.257887
1357,14.26,37.82,0.0017,5.393132
1358,1.01,12.18,0.0031,0.123018
1359,1.15,4.78,0.0028,0.05497
1360,9.79,22.84,0.0046,2.236036
1361,8.61,18.85,0.0052,1.622985
1362,24.84,16.26,0.0003,4.038984
1363,13.78,6.09,0.0032,0.839202
1364,21.38,13.88,0.0086,2.967544
1365,7.5,8.55,0.0028,0.64125
1366,13.3,36.43,0.0038,4.84519
1367,23.4,11.15,0.0033,2.6091
1368,2.79,35.38,0.0098,0.987102
1369,23.51,4.06,0.0096,0.954506
1370,20.2,36.12,0.0025,7.29624
1371,24.43,22.71,0.0009,5.548053
1372,0.3,12.83,0.0072,0.03849
1373,23.69,33.04,0.0043,7.827176
1374,17.97,19.57,0.0009,3.516729
1375,22.58,8.04,0.0002,1.815432
1376,20.09,31.87,0.0097,6.402683
1377,18.63,7.31,0.0084,1.361853
1378,20.56,20.95,0.0026,4.30732
1379,6.22,34.96,0.006,2.174512
1380,12.61,33.38,0.0012,4.209218
1381,0.06,37.6,0.0038,0.02256
1382,0.17,14.87,0.005,0.025279
1383,10.27,11.31,0.01,1.161537
1384,3.52,0.27,0.0019,0.009504
1385,13.86,39.11,0.0019,5.420646
